t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw
1787424931.253,full,ok,-0.2762,2.4325,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4330,-0.0380,0,0.0011,,,,-0.2765,2.4324,-0.0378
1787424931.334,full,ok,-0.2763,2.4330,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4312,-0.0375,0,0.0038,,,,-0.2765,2.4324,-0.0378
1787424931.394,full,ok,-0.2760,2.4312,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4302,-0.0372,0,0.0019,,,,-0.2766,2.4330,-0.0380
1787424931.465,full,ok,-0.2758,2.4302,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2757,2.4306,-0.0373
1787424931.597,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2756,2.4301,-0.0371
1787424931.697,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4297,-0.0371
1787424931.788,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2755,2.4295,-0.0370
1787424931.922,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4294,-0.0370
1787424932.083,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787424932.131,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787424932.254,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424932.380,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424932.523,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424932.636,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4291,-0.0369
1787424932.719,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424932.766,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424932.882,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4292,-0.0369
1787424932.960,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2762,2.4311,-0.0375
1787424933.043,full,ok,-0.2758,2.4304,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0033,,,,-0.2762,2.4311,-0.0375
1787424933.144,full,ok,-0.2761,2.4320,-0.0377,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4328,-0.0379,0,0.0016,,,,-0.2759,2.4304,-0.0372
1787424933.228,full,ok,-0.2763,2.4328,-0.0379,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4310,-0.0374,0,0.0035,,,,-0.2763,2.4317,-0.0377
1787424933.377,full,ok,-0.2759,2.4310,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4302,-0.0372,0,0.0018,,,,-0.2759,2.4313,-0.0374
1787424933.508,full,ok,-0.2758,2.4302,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0009,,,,-0.2756,2.4303,-0.0372
1787424933.626,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2755,2.4298,-0.0371
1787424933.757,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4296,-0.0370
1787424933.830,full,ok,-0.2756,2.4294,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0043,,,,-0.2755,2.4296,-0.0370
1787424933.961,full,ok,-0.2760,2.4315,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2762,2.4312,-0.0376
1787424934.097,full,ok,-0.2758,2.4304,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0011,,,,-0.2758,2.4303,-0.0372
1787424934.298,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0006,,,,-0.2756,2.4298,-0.0371
1787424934.357,full,ok,-0.2756,2.4296,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0003,,,,-0.2756,2.4295,-0.0370
1787424934.467,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2756,2.4295,-0.0370
1787424934.609,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2756,2.4293,-0.0370
1787424934.759,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0043,,,,-0.2756,2.4292,-0.0370
1787424934.896,full,ok,-0.2760,2.4315,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0022,,,,-0.2763,2.4315,-0.0376
1787424935.024,full,ok,-0.2762,2.4325,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4309,-0.0374,0,0.0033,,,,-0.2765,2.4326,-0.0379
1787424935.155,full,ok,-0.2759,2.4309,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4301,-0.0372,0,0.0016,,,,-0.2759,2.4310,-0.0374
1787424935.296,full,ok,-0.2758,2.4301,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0008,,,,-0.2756,2.4302,-0.0372
1787424935.374,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2755,2.4297,-0.0371
1787424935.570,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4295,-0.0370
1787424935.708,full,ok,-0.2756,2.4294,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0043,,,,-0.2755,2.4294,-0.0370
1787424935.826,full,ok,-0.2760,2.4315,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0021,,,,-0.2763,2.4315,-0.0376
1787424936.052,full,ok,-0.2762,2.4325,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4309,-0.0374,0,0.0033,,,,-0.2765,2.4326,-0.0379
1787424936.105,full,ok,-0.2759,2.4309,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4301,-0.0372,0,0.0017,,,,-0.2766,2.4329,-0.0379
1787424936.178,full,ok,-0.2758,2.4301,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0008,,,,-0.2756,2.4301,-0.0372
1787424936.309,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2756,2.4298,-0.0371
1787424936.417,full,ok,-0.2756,2.4295,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0376,0,0.0042,,,,-0.2755,2.4295,-0.0370
1787424936.486,full,ok,-0.2760,2.4315,-0.0376,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4326,-0.0378,0,0.0021,,,,-0.2762,2.4314,-0.0376
1787424936.617,full,ok,-0.2762,2.4326,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4331,-0.0380,0,0.0010,,,,-0.2764,2.4323,-0.0378
1787424936.712,full,ok,-0.2764,2.4331,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4312,-0.0375,0,0.0038,,,,-0.2765,2.4330,-0.0380
1787424936.873,full,ok,-0.2760,2.4312,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4302,-0.0372,0,0.0019,,,,-0.2759,2.4314,-0.0374
1787424937.016,full,ok,-0.2758,2.4302,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2756,2.4303,-0.0372
1787424937.284,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2755,2.4298,-0.0371
1787424937.387,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4294,-0.0370
1787424937.523,full,ok,-0.2756,2.4294,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0042,,,,-0.2755,2.4293,-0.0370
1787424937.658,full,ok,-0.2760,2.4315,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0021,,,,-0.2755,2.4292,-0.0370
1787424937.750,full,ok,-0.2762,2.4325,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4331,-0.0380,0,0.0011,,,,-0.2765,2.4326,-0.0379
1787424937.878,full,ok,-0.2764,2.4331,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4333,-0.0380,0,0.0005,,,,-0.2765,2.4331,-0.0380
1787424938.120,full,ok,-0.2764,2.4333,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4313,-0.0375,0,0.0041,,,,-0.2766,2.4337,-0.0381
1787424938.301,full,ok,-0.2760,2.4313,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0021,,,,-0.2757,2.4311,-0.0374
1787424938.365,full,ok,-0.2758,2.4303,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4319,-0.0377,0,0.0033,,,,-0.2755,2.4301,-0.0371
1787424938.506,full,ok,-0.2761,2.4319,-0.0377,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4328,-0.0379,0,0.0017,,,,-0.2761,2.4316,-0.0377
1787424938.598,full,ok,-0.2763,2.4328,-0.0379,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4332,-0.0380,0,0.0008,,,,-0.2764,2.4326,-0.0379
1787424938.711,full,ok,-0.2764,2.4332,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4312,-0.0375,0,0.0040,,,,-0.2765,2.4331,-0.0380
1787424938.887,full,ok,-0.2760,2.4312,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0020,,,,-0.2758,2.4314,-0.0374
1787424938.972,full,ok,-0.2758,2.4303,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2756,2.4303,-0.0372
1787424939.110,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2755,2.4298,-0.0371
1787424939.212,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4295,-0.0370
1787424939.373,full,ok,-0.2756,2.4294,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0042,,,,-0.2755,2.4294,-0.0370
1787424939.439,full,ok,-0.2760,2.4315,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0021,,,,-0.2755,2.4292,-0.0370
1787424939.500,full,ok,-0.2762,2.4325,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4331,-0.0380,0,0.0011,,,,-0.2763,2.4315,-0.0376
1787424939.636,full,ok,-0.2764,2.4331,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4333,-0.0380,0,0.0005,,,,-0.2765,2.4329,-0.0379
1787424939.766,full,ok,-0.2764,2.4333,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4313,-0.0375,0,0.0041,,,,-0.2765,2.4333,-0.0380
1787424939.831,full,ok,-0.2760,2.4313,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4324,-0.0378,0,0.0023,,,,-0.2765,2.4333,-0.0380
1787424939.986,full,ok,-0.2762,2.4324,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4309,-0.0374,0,0.0032,,,,-0.2762,2.4323,-0.0378
1787424940.121,full,ok,-0.2759,2.4309,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4301,-0.0372,0,0.0016,,,,-0.2757,2.4308,-0.0373
1787424940.248,full,ok,-0.2757,2.4301,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4318,-0.0376,0,0.0036,,,,-0.2757,2.4308,-0.0373
1787424940.368,full,ok,-0.2761,2.4318,-0.0376,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4327,-0.0379,0,0.0018,,,,-0.2762,2.4318,-0.0377
1787424940.605,full,ok,-0.2763,2.4327,-0.0379,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4331,-0.0380,0,0.0009,,,,-0.2765,2.4328,-0.0379
1787424940.806,full,ok,-0.2764,2.4331,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4312,-0.0375,0,0.0039,,,,-0.2766,2.4334,-0.0380
1787424941.050,full,ok,-0.2760,2.4312,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0020,,,,-0.2757,2.4310,-0.0373
1787424941.200,full,ok,-0.2758,2.4303,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2755,2.4299,-0.0371
1787424941.416,full,ok,-0.2757,2.4298,-0.0371,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4317,-0.0376,0,0.0039,,,,-0.2755,2.4294,-0.0370
1787424941.489,full,ok,-0.2761,2.4317,-0.0376,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4305,-0.0373,0,0.0024,,,,-0.2763,2.4318,-0.0377
1787424941.639,full,ok,-0.2758,2.4305,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4299,-0.0371,0,0.0012,,,,-0.2759,2.4307,-0.0373
1787424941.759,full,ok,-0.2757,2.4299,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0006,,,,-0.2756,2.4299,-0.0371
1787424941.833,full,ok,-0.2756,2.4296,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4316,-0.0376,0,0.0041,,,,-0.2756,2.4299,-0.0371
1787424941.908,full,ok,-0.2761,2.4316,-0.0376,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0373,0,0.0023,,,,-0.2756,2.4296,-0.0370
1787424941.982,full,ok,-0.2758,2.4304,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4299,-0.0371,0,0.0012,,,,-0.2758,2.4304,-0.0372
1787424942.130,full,ok,-0.2757,2.4299,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0006,,,,-0.2757,2.4300,-0.0371
1787424942.212,full,ok,-0.2756,2.4296,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4316,-0.0376,0,0.0041,,,,-0.2756,2.4298,-0.0371
1787424942.364,full,ok,-0.2761,2.4316,-0.0376,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4326,-0.0378,0,0.0020,,,,-0.2762,2.4313,-0.0376
1787424942.455,full,ok,-0.2763,2.4326,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4331,-0.0380,0,0.0010,,,,-0.2765,2.4325,-0.0378
1787424942.605,full,ok,-0.2764,2.4331,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4333,-0.0380,0,0.0005,,,,-0.2765,2.4330,-0.0380
1787424942.746,full,ok,-0.2764,2.4333,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4313,-0.0375,0,0.0041,,,,-0.2765,2.4334,-0.0380
1787424942.891,full,ok,-0.2760,2.4313,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0021,,,,-0.2758,2.4314,-0.0374
1787424943.003,full,ok,-0.2758,2.4303,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2756,2.4303,-0.0372
1787424943.113,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2755,2.4298,-0.0371
1787424943.269,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0003,,,,-0.2755,2.4294,-0.0370
1787424943.387,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2755,2.4293,-0.0370
1787424943.478,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2756,2.4292,-0.0369
1787424943.591,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0043,,,,-0.2756,2.4292,-0.0369
1787424943.720,full,ok,-0.2760,2.4315,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0022,,,,-0.2762,2.4312,-0.0376
1787424943.873,full,ok,-0.2762,2.4325,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4309,-0.0374,0,0.0033,,,,-0.2765,2.4324,-0.0378
1787424943.945,full,ok,-0.2759,2.4309,-0.0374,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0027,,,,-0.2765,2.4324,-0.0378
1787424944.074,full,ok,-0.2762,2.4322,-0.0377,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4329,-0.0379,0,0.0014,,,,-0.2762,2.4320,-0.0377
1787424944.214,full,ok,-0.2763,2.4329,-0.0379,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4311,-0.0374,0,0.0037,,,,-0.2764,2.4328,-0.0379
1787424944.436,full,ok,-0.2760,2.4311,-0.0374,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4323,-0.0378,0,0.0025,,,,-0.2758,2.4311,-0.0374
1787424944.543,full,ok,-0.2762,2.4323,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4308,-0.0374,0,0.0031,,,,-0.2758,2.4311,-0.0374
1787424944.674,full,ok,-0.2759,2.4308,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4301,-0.0372,0,0.0016,,,,-0.2758,2.4310,-0.0373
1787424944.806,full,ok,-0.2757,2.4301,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0008,,,,-0.2756,2.4301,-0.0371
1787424944.890,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2755,2.4297,-0.0370
1787424945.015,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2755,2.4295,-0.0370
1787424945.105,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4293,-0.0370
1787424945.198,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787424945.322,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424945.461,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787424945.575,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4292,-0.0369
1787424945.713,full,ok,-0.2760,2.4314,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0022,,,,-0.2763,2.4312,-0.0376
1787424945.810,full,ok,-0.2762,2.4325,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4330,-0.0380,0,0.0011,,,,-0.2765,2.4325,-0.0378
1787424945.922,full,ok,-0.2763,2.4330,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4333,-0.0380,0,0.0005,,,,-0.2765,2.4330,-0.0380
1787424946.026,full,ok,-0.2764,2.4333,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4334,-0.0381,0,0.0003,,,,-0.2766,2.4332,-0.0380
1787424946.176,full,ok,-0.2764,2.4334,-0.0381,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4314,-0.0375,0,0.0042,,,,-0.2765,2.4336,-0.0381
1787424946.306,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0021,,,,-0.2758,2.4315,-0.0375
1787424946.385,full,ok,-0.2758,2.4303,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0033,,,,-0.2756,2.4304,-0.0372
1787424946.544,full,ok,-0.2761,2.4320,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4306,-0.0373,0,0.0027,,,,-0.2761,2.4318,-0.0377
1787424946.702,full,ok,-0.2759,2.4306,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4300,-0.0371,0,0.0014,,,,-0.2757,2.4306,-0.0372
1787424946.753,full,ok,-0.2757,2.4300,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4296,-0.0370,0,0.0007,,,,-0.2755,2.4299,-0.0371
